date,eleccion,delta,encuesta,encuestados,metodo,tipo,prob,precision_kast,Kast,precision_boric,Boric,precision sichel,Sichel,precision parisi,Parisi,precision_provoste,Provoste,precision_enriquez,Enriquez,precision_artes,Artes,precision_promedio,nsnr,pregunta
2021-02-12,2021-11-17,278,Activa Research,581,online,open,1,22.70,5.30,25.50,0.50,6.60,6.40,10.10,2.90,12.00,,6.10,1.90,1.00,,12.00,20.10,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2021-02-12,2021-11-17,278,Cadem,705,phone,open,0,25.00,3.00,25.50,0.50,12.00,1.00,12.00,1.00,12.00,,8.00,,1.00,,13.64,65.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2021-02-05,2021-11-17,285,Cadem,704,phone,open,0,26.00,2.00,25.50,0.50,9.00,4.00,11.00,2.00,12.00,,8.00,,1.00,,13.21,57.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2021-02-01,2021-11-17,289,Criteria Research,1000,online,open,0,23.00,5.00,26.00,,5.00,8.00,11.00,2.00,12.00,,8.00,,1.00,,12.29,20.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera?"
2021-02-01,2021-11-17,289,Data Influye,1613,online,open,0,24.10,3.90,25.50,0.50,5.60,7.40,11.60,1.40,12.00,,6.80,1.20,1.00,,12.37,13.90,"Pensando en la elección presidencial de este año, ¿quién le gustaría que fuese la o él presidente de Chile el 2021, excluyendo a Sebastián Piñera? Mención espontánea. Nombres igual o mayor al 0,5%"
2021-01-29,2021-11-17,292,Activa Research,1041,online,open,0,22.70,5.30,26.00,,9.00,4.00,11.00,2.00,12.00,,8.00,,1.00,,12.81,25.20,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2021-01-29,2021-11-17,292,Activa Research,636,online,open,1,21.60,6.40,26.00,,8.50,4.50,10.90,2.10,12.00,,8.00,,1.00,,12.57,16.60,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2021-01-29,2021-11-17,292,Cadem,702,phone,open,0,25.00,3.00,26.00,,9.00,4.00,12.00,1.00,12.00,,8.00,,1.00,,13.29,59.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2021-01-22,2021-11-17,299,Cadem,710,phone,open,0,25.00,3.00,26.00,,9.00,4.00,12.00,1.00,12.00,,8.00,,1.00,,13.29,57.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2021-01-15,2021-11-17,306,Activa Research,1003,online,open,0,24.70,3.30,26.00,,6.40,6.60,10.10,2.90,12.00,,6.20,1.80,1.00,,12.34,22.10,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2021-01-15,2021-11-17,306,Activa Research,601,online,open,1,24.30,3.70,26.00,,2.00,11.00,8.30,4.70,12.00,,5.80,2.20,1.00,,11.34,11.00,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2021-01-15,2021-11-17,306,Cadem,704,phone,open,0,25.00,3.00,26.00,,9.00,4.00,13.00,,12.00,,8.00,,1.00,,13.43,60.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2021-01-05,2021-11-17,316,Criteria Research,1550,online,open,0,22.00,6.00,26.00,,6.00,7.00,11.00,2.00,12.00,,6.00,2.00,1.00,,12.00,15.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera?"
2021-01-04,2021-11-17,317,Data Influye,1568,online,open,0,23.00,5.00,26.00,,7.10,5.90,10.90,2.10,12.00,,7.30,0.70,1.00,,12.47,14.00,"Pensando en la elección presidencial de este año, ¿quién le gustaría que fuese la o él presidente de Chile el 2021, excluyendo a Sebastián Piñera? Mención espontánea. Nombres igual o mayor al 0,5%"
2020-12-31,2021-11-17,321,Cadem,704,phone,open,0,26.00,2.00,26.00,,8.00,5.00,12.00,1.00,12.00,,8.00,,1.00,,13.29,60.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-12-28,2021-11-17,324,Activa Research,1004,online,open,0,24.60,3.40,26.00,,6.80,6.20,10.60,2.40,12.00,,8.00,,1.00,,12.71,24.40,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-12-28,2021-11-17,324,Activa Research,606,online,open,1,23.60,4.40,26.00,,7.30,5.70,9.70,3.30,12.00,,8.00,,1.00,,12.51,19.30,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-12-10,2021-11-17,342,Cadem,703,phone,open,0,26.00,2.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.71,54.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-12-09,2021-11-17,343,Criteria Research,957,online,open,0,22.00,6.00,26.00,,10.00,3.00,9.00,4.00,12.00,,8.00,,1.00,,12.57,17.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-11-30,2021-11-17,352,Data Influye,1702,online,open,0,22.80,5.20,26.00,,11.20,1.80,10.20,2.80,12.00,,7.10,0.90,1.00,,12.90,15.50,"Pensando en la elección presidencial del próximo año, ¿quién le gustaría que fuese la o él presidente de Chile el 2021, excluyendo a Sebastián Piñera?"
2020-11-28,2021-11-17,354,Activa Research,1177,online,open,0,25.30,2.70,26.00,,13.00,,11.50,1.50,12.00,,8.00,,1.00,,13.83,26.40,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-11-28,2021-11-17,354,Activa Research,657,online,open,1,25.80,2.20,26.00,,13.00,,11.20,1.80,12.00,,8.00,,1.00,,13.86,23.70,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-11-14,2021-11-17,368,Activa Research,1035,online,open,0,24.70,3.30,26.00,,13.00,,7.70,5.30,12.00,,8.00,,1.00,,13.20,23.90,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-11-14,2021-11-17,368,Activa Research,657,online,open,1,23.70,4.30,26.00,,13.00,,6.40,6.60,12.00,,8.00,,1.00,,12.87,16.60,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera? "
2020-11-13,2021-11-17,369,Cadem,706,phone,open,0,26.00,2.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.71,43.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-11-06,2021-11-17,376,Cadem,705,phone,open,0,24.00,4.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.43,63.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-11-03,2021-11-17,379,Criteria Research,1376,online,open,0,21.00,7.00,26.00,,13.00,,10.00,3.00,12.00,,8.00,,1.00,,13.00,14.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-11-02,2021-11-17,380,Data Influye,2004,online,open,0,22.80,5.20,26.00,,10.40,2.60,10.10,2.90,12.00,,7.10,0.90,1.00,,12.77,11.10,"Pensando en la elección presidencial del próximo año, ¿quién le gustaría que fuese la o él presidente de Chile el 2021, excluyendo a Sebastián Piñera?"
2020-10-31,2021-11-17,382,Activa Research,1016,online,open,0,23.00,5.00,26.00,,13.00,,9.80,3.20,12.00,,5.30,2.70,1.00,,12.87,26.90,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-10-31,2021-11-17,382,Activa Research,673,online,open,1,22.50,5.50,26.00,,13.00,,10.30,2.70,12.00,,5.80,2.20,1.00,,12.94,13.90,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-10-30,2021-11-17,383,Cadem,707,phone,open,0,25.00,3.00,26.00,,13.00,,11.00,2.00,12.00,,8.00,,1.00,,13.71,60.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-10-17,2021-11-17,396,Activa Research,1458,online,open,0,24.10,3.90,26.00,,13.00,,8.10,4.90,12.00,,8.00,,1.00,,13.17,14.20,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-10-08,2021-11-17,405,Cadem,703,phone,open,0,25.00,3.00,26.00,,13.00,,12.00,1.00,12.00,,8.00,,1.00,,13.86,65.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-10-05,2021-11-17,408,Data Influye,2145,online,open,0,22.90,5.10,26.00,,11.10,1.90,10.10,2.90,12.00,,6.50,1.50,1.00,,12.80,13.30,"Pensando en la elección presidencial del próximo año, ¿quién le gustaría que fuese la o él presidente de Chile el 2021, excluyendo a Sebastián Piñera?"
2020-10-02,2021-11-17,411,Cadem,705,phone,open,0,25.00,3.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.57,58.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-09-30,2021-11-17,413,Criteria Research,1503,online,open,0,22.00,6.00,26.00,,13.00,,10.00,3.00,12.00,,8.00,,1.00,,13.14,15.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera?"
2020-09-28,2021-11-17,415,Activa Research,1417,online,open,0,24.80,3.20,26.00,,13.00,,9.30,3.70,12.00,,5.80,2.20,1.00,,13.13,20.00,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-09-25,2021-11-17,418,Cadem,702,phone,open,0,26.00,2.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.71,60.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-09-17,2021-11-17,426,Cadem,704,phone,open,0,24.00,4.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.43,58.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-09-17,2021-11-17,426,Mori,1000,online,open,0,21.00,7.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,13.00,29.00,¿SI LAS ELECCIONES PRESIDENCIALES FUERAN EL PRÓXIMO DOMINGO POR QUIÉN VOTARÍA?
2020-09-12,2021-11-17,431,Activa Research,1415,online,open,0,24.60,3.40,26.00,,13.00,,7.90,5.10,12.00,,8.00,,1.00,,13.21,21.20,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-09-10,2021-11-17,433,Cadem,705,phone,open,0,25.00,3.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.57,59.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile? %"
2020-08-31,2021-11-17,443,Criteria Research,986,online,open,0,21.00,7.00,26.00,,11.00,2.00,9.00,4.00,12.00,,6.00,2.00,1.00,,12.29,16.30,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera?"
2020-08-29,2021-11-17,445,Activa Research,1544,online,open,0,24.20,3.80,26.00,,13.00,,9.80,3.20,12.00,,6.00,2.00,1.00,,13.14,22.60,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-08-24,2021-11-17,450,Data Influye,1940,online,open,0,22.70,5.30,26.00,,10.40,2.60,9.60,3.40,12.00,,6.10,1.90,1.00,,12.54,12.90,"Pensando en la elección presidencial del próximo año, ¿quién le gustaría que fuese la o él presidente de Chile el 2021, excluyendo a Sebastián Piñera?"
2020-08-15,2021-11-17,459,Activa Research,1434,online,open,0,22.80,5.20,26.00,,11.50,1.50,9.60,3.40,12.00,,8.00,,1.00,,12.99,27.20,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-08-13,2021-11-17,461,Cadem,703,phone,open,0,25.00,3.00,26.00,,12.00,1.00,12.00,1.00,12.00,,8.00,,1.00,,13.71,56.00,
2020-08-01,2021-11-17,473,Activa Research,1430,online,open,0,25.20,2.80,26.00,,11.80,1.20,7.30,5.70,12.00,,6.10,1.90,1.00,,12.77,27.20,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-07-31,2021-11-17,474,Criteria Research,800,online,open,0,22.00,6.00,26.00,,11.00,2.00,8.00,5.00,12.00,,6.00,2.00,1.00,,12.29,23.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-07-26,2021-11-17,479,Data Influye,2034,online,open,0,23.00,5.00,26.00,,11.00,2.00,8.00,5.00,12.00,,7.00,1.00,1.00,,12.57,20.00,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-07-11,2021-11-17,494,Activa Research,1340,online,open,0,25.30,2.70,26.00,,10.70,2.30,8.00,5.00,12.00,,5.90,2.10,1.00,,12.70,23.70,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-07-10,2021-11-17,495,Cadem,704,phone,open,0,26.00,2.00,26.00,,12.00,1.00,11.00,2.00,12.00,,8.00,,1.00,,13.71,61.00,
2020-06-30,2021-11-17,505,Criteria Research,800,online,open,0,20.00,8.00,26.00,,10.00,3.00,8.00,5.00,12.00,,6.00,2.00,1.00,,11.86,16.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-06-28,2021-11-17,507,Activa Research,1260,online,open,0,24.20,3.80,26.00,,11.00,2.00,7.40,5.60,12.00,,6.70,1.30,1.00,,12.61,24.70,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-06-21,2021-11-17,514,Data Influye,1961,online,open,0,24.00,4.00,26.00,,11.00,2.00,9.00,4.00,12.00,,8.00,,1.00,,13.00,20.00,"Pensando en la elección presidencial del próximo año, ¿quién le gustaría que fuese la o él presidente de Chile el 2021, excluyendo a Sebastián Piñera? Mención espontánea. "
2020-06-13,2021-11-17,522,Activa Research,1730,online,open,0,23.90,4.10,26.00,,10.80,2.20,9.20,3.80,12.00,,6.80,1.20,1.00,,12.81,30.20,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-06-12,2021-11-17,523,Cadem,705,phone,open,0,26.00,2.00,26.00,,13.00,,12.00,1.00,12.00,,8.00,,1.00,,14.00,67.00,
2020-05-31,2021-11-17,535,Criteria Research,800,online,open,0,21.00,7.00,26.00,,13.00,,8.00,5.00,12.00,,8.00,,1.00,,12.71,18.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-05-30,2021-11-17,536,Activa Research,1215,online,open,0,24.60,3.40,26.00,,13.00,,7.50,5.50,12.00,,6.10,1.90,1.00,,12.89,31.40,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-05-14,2021-11-17,552,Cadem,706,phone,open,0,26.00,2.00,26.00,,13.00,,11.00,2.00,12.00,,8.00,,1.00,,13.86,66.00,
2020-05-12,2021-11-17,554,Activa Research,1209,online,open,0,23.50,4.50,26.00,,12.60,0.40,2.20,10.80,12.00,,5.80,2.20,1.00,,11.87,40.30,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-05-04,2021-11-17,562,Criteria Research,800,online,open,0,20.00,8.00,26.00,,13.00,,7.00,6.00,12.00,,8.00,,1.00,,12.43,17.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-04-28,2021-11-17,568,Activa Research,1227,online,open,0,25.60,2.40,26.00,,13.00,0.00,7.60,5.40,12.00,,6.90,1.10,1.00,,13.16,33.60,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-04-15,2021-11-17,581,Activa Research,1270,online,open,0,24.70,3.30,26.00,,12.90,0.10,6.80,6.20,12.00,,5.90,2.10,1.00,,12.76,36.10,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-04-09,2021-11-17,587,Cadem,709,phone,open,0,25.00,3.00,26.00,,13.00,,11.00,2.00,12.00,,8.00,,1.00,,13.71,64.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2020-03-30,2021-11-17,597,Criteria Research,800,online,open,0,20.00,8.00,26.00,,13.00,,7.00,6.00,12.00,,8.00,,1.00,,12.43,18.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-03-27,2021-11-17,600,Activa Research,1230,online,open,0,22.30,5.70,26.00,,13.00,,4.80,8.20,12.00,,6.90,1.10,1.00,,12.29,37.30,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-03-16,2021-11-17,611,Data Influye,1273,online,open,1,24.00,4.00,26.00,,13.00,,8.00,5.00,12.00,,6.00,2.00,1.00,,12.86,,¿Cuál para Ud. debieran ser las tres primeras mayorías presidenciales en el Chile del 2021?
2020-03-13,2021-11-17,614,Cadem,702,phone,open,0,25.00,3.00,26.00,,13.00,,10.00,3.00,12.00,,8.00,,1.00,,13.57,64.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2020-03-12,2021-11-17,615,Activa Research,1135,online,open,0,23.30,4.70,26.00,,13.00,,5.10,7.90,12.00,,7.40,0.60,1.00,,12.54,34.20,"¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera? "
2020-02-29,2021-11-17,627,Criteria Research,796,online,open,0,18.00,10.00,26.00,,13.00,,6.00,7.00,12.00,,8.00,,1.00,,12.00,18.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-02-28,2021-11-17,628,Activa Research,1043,online,open,0,25.70,2.30,26.00,,13.00,,4.80,8.20,12.00,,7.10,0.90,1.00,,12.80,38.30,"¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera? "
2020-02-18,2021-11-17,638,Data Influye,1445,online,open,0,25.00,3.00,26.00,,13.00,,8.00,5.00,12.00,,6.00,2.00,1.00,,13.00,,¿Cuál para Ud. debieran ser las tres primeras mayorías presidenciales en el Chile del 2021?
2020-02-14,2021-11-17,642,Cadem,705,phone,open,0,24.00,4.00,26.00,,13.00,,9.00,4.00,12.00,,8.00,,1.00,,13.29,62.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2020-02-13,2021-11-17,643,Activa Research,1045,online,open,0,23.50,4.50,26.00,,13.00,,6.60,6.40,12.00,,6.40,1.60,1.00,,12.64,37.70,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-01-30,2021-11-17,657,Activa Research,975,online,open,0,21.90,6.10,26.00,,13.00,,3.10,9.90,12.00,,6.40,1.60,1.00,,11.91,29.00,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2020-01-28,2021-11-17,659,Criteria Research,806,online,open,0,20.00,8.00,26.00,,13.00,,5.00,8.00,12.00,,6.00,2.00,1.00,,11.86,24.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2020-01-17,2021-11-17,670,Cadem,709,phone,open,0,25.00,3.00,26.00,,13.00,,10.00,3.00,12.00,,8.00,,1.00,,13.57,63.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2020-01-16,2021-11-17,671,Activa Research,950,online,open,0,24.10,3.90,26.00,,13.00,,1.40,11.60,12.00,,6.90,1.10,1.00,,12.06,34.50,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-12-30,2021-11-17,688,Criteria Research,951,online,open,0,19.00,9.00,26.00,,13.00,,4.00,9.00,12.00,,8.00,,1.00,,11.86,15.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-12-26,2021-11-17,692,Activa Research,1030,online,open,0,21.30,6.70,26.00,,13.00,,5.50,7.50,12.00,,5.90,2.10,1.00,,12.10,31.10,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-12-20,2021-11-17,698,Cadem,702,phone,open,0,23.00,5.00,26.00,,13.00,,8.00,5.00,12.00,,8.00,,1.00,,13.00,59.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2019-11-29,2021-11-17,719,Cadem,708,phone,open,0,26.00,2.00,26.00,,13.00,,8.00,5.00,12.00,,8.00,,1.00,,13.43,58.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2019-11-26,2021-11-17,722,Activa Research,1159,online,open,0,21.00,7.00,26.00,,13.00,,3.10,9.90,12.00,,7.60,0.40,1.00,,11.96,33.60,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-11-26,2021-11-17,722,Criteria Research,1014,online,open,0,20.00,8.00,26.00,,13.00,,5.00,8.00,12.00,,8.00,,1.00,,12.14,25.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-10-30,2021-11-17,749,Activa Research,1304,online,open,0,22.20,5.80,26.00,,13.00,,12.30,0.70,12.00,,6.00,2.00,1.00,,13.21,29.10,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-10-30,2021-11-17,749,Cadem,708,phone,open,0,26.00,2.00,26.00,,13.00,,12.00,1.00,12.00,,8.00,,1.00,,14.00,57.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2019-10-29,2021-11-17,750,Criteria Research,1005,online,open,0,19.00,9.00,26.00,,13.00,,12.00,1.00,12.00,,8.00,,1.00,,13.00,25.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-10-11,2021-11-17,768,Cadem,706,phone,open,0,23.00,5.00,26.00,,13.00,,13.00,,12.00,,8.00,,1.00,,13.71,52.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2019-09-30,2021-11-17,779,Criteria Research,827,online,open,0,16.00,12.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,12.29,8.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-09-25,2021-11-17,784,Activa Research,1061,online,open,0,21.20,6.80,26.00,,13.00,,13.00,0.00,12.00,,6.70,1.30,1.00,,13.27,27.80,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-08-30,2021-11-17,810,Criteria Research,907,online,open,0,16.00,12.00,26.00,,13.00,,13.00,,12.00,,5.00,3.00,1.00,,12.29,20.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-08-29,2021-11-17,811,Activa Research,1030,online,open,0,21.00,7.00,26.00,,13.00,,12.30,0.70,12.00,,6.40,1.60,1.00,,13.10,24.40,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-07-29,2021-11-17,842,Criteria Research,795,online,open,0,18.00,10.00,26.00,,13.00,,13.00,,12.00,,6.00,2.00,1.00,,12.71,14.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
2019-07-25,2021-11-17,846,Activa Research,1017,online,open,0,22.90,5.10,26.00,,13.00,,12.00,1.00,12.00,,5.60,2.40,1.00,,13.21,25.10,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-07-12,2021-11-17,859,Cadem,710,phone,open,0,23.00,5.00,26.00,,13.00,,13.00,,12.00,,8.00,,1.00,,13.71,50.00,"Con excepción del Presidente Piñera, ¿Quién le gustaría a Ud. que fuera la o el próximo presidente/a de Chile?"
2019-07-01,2021-11-17,870,Activa Research,1005,online,open,0,20.40,7.60,26.00,,13.00,,12.10,0.90,12.00,,5.00,3.00,1.00,,12.79,23.50,"Pensando en el futuro ¿Quién preferirías que sea el próximo presidente de Chile, excluyendo a Sebastián Piñera?"
2019-06-24,2021-11-17,877,Criteria Research,804,online,open,0,17.00,11.00,26.00,,13.00,,13.00,,12.00,,6.00,2.00,1.00,,12.57,18.00,"Pensando en el futuro, ¿quién te gustaría que fuera el próximo presidente o presidenta de Chile después de Sebastián Piñera? (ÚNICA MENCIÓN EN PREGUNTA ABIERTA)"
