id,country_year,country_name,country,country_code,year,date,inauguration,time,number,late,dep_as,dep_dm,dep_as_1tier,dep_dm_1tier,upper,dep_sp_reform,dep_elec_regime,dep_sp_form_reform,dep_elec_regime_2,dep_elecsys_id,dep_elec_acc,dep_elec_acc_2,dep_acc_flag,dep_ef,dep_thresh,dep_ballot,dep_term,dep_revocatoria,dep_elect_cycle,dep_reform,dep_acc_reform,dep_reform_const,pres_elec,pres_formula,pres_term,pres_imm_reelec,pres_revocatoria,pres_reform,pres_acc_reform ,pres_reform_const,nv_ls,ns_ls,np_ls,enpv,enps,enc,enpv_bn,enps_bn,enc_bn,totalseats,proximity,p1,p2,pres_power,const_instability,ethnic,e1,e2,pop,econ_cpi,econ_gdp,econ_gini,seatvol,parl_volatility,parl_newparties,parl_withinsv,pres_volatility,pres_newparties,pres_withinsv,v2xps_party,spell_years_dem,spell_period,spell_years_elecc,sqrtr_spellproduct,spell_av
162001,2001Per ,Peru,PER,16,2001,04/08/2001,1980,21,4,1,120,4.80,120,4.80,0,1,2,1,2,37,1,1,1,4,0,6,5,0,2,0,3,0,1,3,5,0,0,0,3,,6.64,4.37,3.72,6.60,4.37,3.72,6.27,4.37,3.72,120,,1.00,1.00,80.34,0,,0.6379,0.6566,2.60E+07,1.98,0.214895,54.06,47.50,42.28,8.56,33.72,62.11,3.56,58.55,0.366,11,1900 - 1979,5,7.4,2.2
162006,2006Per ,Peru,PER,16,2006,04/09/2006,1980,26,5,1,120,5.00,120,5.00,0,0,2,0,2,37,2,2,0,4,1,6,5,0,2,0,4,0,1,3,5,0,0,0,3,,7.25,3.78,4.535,7.31,3.78,4.52,6.33,3.15,4.54,120,,1.00,1.00,80.34,0,,0.6379,0.6566,2.80E+07,2,7.74049,50.87,48.75,44.20,14.58,29.62,51.77,38.28,13.49,0.343,11,1900 - 1979,5,7.4,2.2
162011,2011Per,Peru,PER,16,2011,04/10/2011,1980,31,6,1,130,5.00,130,5.00,0,0,2,0,2,37,3,3,0,4,1,6,5,0,2,0,4,0,1,3,5,0,0,0,3,,5.71,3.97,4.47,5.71,3.97,4.46,5.08,3.97,4.46,130,,1.00,1.00,80.34,0,,0.6379,0.6566,3.00E+07,3.37,6.90396,48.14,37.44,37.84,3.16,34.68,43.36,0.69,42.68,0.32,11,1900 - 1979,5,7.4,2.2
162016,2016Per,Peru,PER,16,2016,04/10/2016,1980,36,7,1,130,5.00,130,5.00,0,0,2,0,2,37,4,4,0,4,1,6,5,,2,0,4,0,1,3,5,0,0,0,3,,4.96,2.83,4.023964,4.96,2.83,4.02,4.76,2.73,4.02,,,1,1,80.34,,,0.6379,0.6566,,,,,,45.55,22.63,22.92,75.12,27.29,47.83,0.324,11,1900 - 1979,5,7.4,2.2
162021,2021Per,Peru,PER,16,2021,04/11/2021,1980,41,8,1,130,5.00,130,5.00,0,0,2,0,2,,5,5,,4,1,6,5,,2,0,4,0,1,3,5,0,0,0,3,,,,,,,,13.16,,9.25,,,1,1,80.34,,,0.6379,0.6566,,,,,,,,,,,,0.38,11,1900 - 1979,5,7.4,2.2
171984,1984Uru ,Uruguay,URU,17,1984,11/25/1984,1984,0,1,0,99,5.20,99,5.20,0,1,1,1,1,38,1,1,1,4,0,4,5,0,2,0,0,0,1,1,5,0,0,0,0,,,,,2.95,2.92,2.96,2.96,2.92,2.96,129,,1.00,1.00,68.7,0,,0.2176,0.2504,3.00E+06,55.3,-1.14262,43.65,,,,,,,,0.831,46,1900 - 1984,16,27.1,2.875
171989,1989Uru ,Uruguay,URU,17,1989,11/26/1989,1984,5,2,0,99,5.20,99,5.20,0,0,1,0,1,38,2,2,0,4,0,4,5,0,2,0,0,0,1,1,5,0,0,0,0,,,,,3.38,3.33,3.38,3.38,3.33,3.38,129,,1.00,1.00,68.7,1,,0.2176,0.2504,3.10E+06,80.45,1.1039,42.37,13.13,11.00,0.57,10.43,10.95,0.50,10.45,0.928,46,1900 - 1984,16,27.1,2.875
171994,1994Uru ,Uruguay,URU,17,1994,11/29/1994,1984,10,3,0,99,5.20,99,5.20,0,0,1,0,1,38,3,3,0,4,0,4,5,0,2,0,0,0,1,1,5,0,0,0,0,,3.349,3.299,3.355558,3.31,3.30,3.35,3.35,3.3,3.35,129,,1.00,1.00,68.7,1,,0.2176,0.2504,3.20E+06,44.74,7.28134,40.08,8.08,16.90,5.35,11.52,16.90,5.20,11.70,0.928,46,1900 - 1984,16,27.1,2.875
171999,1999Uru ,Uruguay,URU,17,1999,10/31/1999,1984,15,4,0,99,5.20,99,5.20,0,0,1,0,1,38,4,4,0,4,0,5,5,0,2,0,1,0,1,3,5,0,0,0,1,,3.12,3.07,3.122756,3.12,3.07,3.12,3.12,3.07,3.12,129,,1.00,1.00,71.18,0,,0.2176,0.2504,3.30E+06,5.66,-1.93921,43.81,9.09,10.10,0.00,10.07,10.95,0.00,10.95,0.963,46,1900 - 1984,16,27.1,2.875
172004,2004Uru ,Uruguay,URU,17,2004,10/31/2004,1984,20,5,1,99,5.20,99,5.20,0,0,1,0,1,38,5,5,0,4,0,5,5,0,2,0,1,0,1,3,5,0,0,0,1,,2.49,2.39,2.487024,2.49,2.39,2.49,2.49,2.39,2.49,129,,1.00,1.00,71.18,1,,0.2176,0.2504,3.30E+06,9.16,5.00416,47.13,23.23,26.70,2.27,24.44,16.25,2.30,13.95,0.963,46,1900 - 1984,16,27.1,2.875
172009,2009Uru,Uruguay,URU,17,2009,10/25/2009,1984,25,6,1,99,5.20,99,5.20,0,0,1,0,1,38,6,6,0,4,0,5,5,0,2,0,1,0,1,3,5,0,0,0,1,,2.75,2.654,2.746046,2.75,2.65,2.91,2.74,2.65,2.90,129,,1.00,1.00,71.18,0,,0.2176,0.2504,3.40E+06,7.1,2.24548,46.28,23.07,8.20,0.69,7.54,8.21,0.69,7.52,0.963,46,1900 - 1984,16,27.1,2.875
172014,2014Uru,Uruguay,URU,17,2014,10/26/2014,1984,30,7,1,99,5.20,99,5.20,0,0,1,0,1,38,7,7,0,4,0,5,5,0,2,0,1,0,1,3,5,0,0,0,1,,2.74,2.65,2.736155,2.74,2.65,2.90,2.74,2.65,2.74,129,,1.00,1.00,71.18,0,,0.2176,0.2504,,,,,,4.20,0.78,3.41,4.19,0.78,3.41,0.959,46,1900 - 1984,16,27.1,2.875
172019,2019Uru,Uruguay,URU,17,2019,10/27/2019,1984,35,8,1,99,5.20,99,5.20,0,0,1,0,1,38,8,8,0,4,0,5,5,0,2,0,1,0,1,3,5,0,0,0,1,,,,,,,,3.54,3.32,3.82,,,1.00,1.00,71.18,,,0.2176,0.2504,,,,,,,,,,,,0.959,46,1900 - 1984,16,27.1,2.875
181958,1958Ven,Venezuela,VEN,18,1958,12/07/1958,1958,0,1,0,132,5.74,132,5.74,0,0,1,0,1,39,1,1,1,,,,,,,,,,,1,,,,,,,2.907,2.541,2.57716,2.907,2.541,2.57716,2.907,2.541,2.58,,,1,1,43.03,,,0.483275,0.4966,,,,,,,,,,,,0.7,0,1900 - 1957,1,0.0,0
181963,1963Ven,Venezuela,VEN,18,1963,12/01/1963,1958,5,2,0,179,7.26,179,7.26,0,1,2,1,2,40,1,1,1,,,,,,,,,,,1,,,,,,,4.77,4.32,4.56,4.77,4.32,4.56,4.77,4.32,4.56,,,1,1,43.03,,,0.483275,0.4966,,,,,,,,,,,,0.685,0,1900 - 1957,1,0.0,0
181968,1968Ven,Venezuela,VEN,18,1968,12/01/1968,1958,10,3,0,214,8.52,214,8.52,0,0,2,0,2,40,2,2,0,,,,,,,,,,,1,,,,,,,6.05,4.89,3.98,6.05,4.89,3.98,6.05,4.89,3.98,,,1,1,43.03,,,0.483275,0.4966,,,,,,,,,,,,0.685,0,1900 - 1957,1,0.0,0
181973,1973Ven,Venezuela,VEN,18,1973,12/09/1973,1958,15,4,0,200,7.96,200,7.96,0,0,2,0,2,40,3,3,0,,,,,,,,,,,1,,,,,,,3.36,2.72,2.65,3.36,2.72,2.65,3.36,2.72,2.65,,,1,1,43.03,,,0.483275,0.4966,,,,,,,,,,,,0.673,0,1900 - 1957,1,0.0,0
181978,1978Ven ,Venezuela,VEN,18,1978,12/03/1978,1958,20,5,0,199,8.65,199,8.65,0,0,2,0,2,40,4,4,0,4,0,1,5,0,2,0,0,0,1,1,5,0,0,0,0,,3.11,2.65,2.45,3.10,2.65,2.45,3.11,2.65,2.45,246,,1.00,1.00,43.03,0,,0.483275,0.4966,,,,,12.66,17.40,6.00,11.40,14.65,3.20,11.45,0.638,0,1900 - 1957,1,0.0,0
181983,1983Ven ,Venezuela,VEN,18,1983,12/04/1983,1958,25,6,1,200,8.70,200,8.70,0,0,2,0,2,40,5,5,0,4,0,1,5,0,2,0,0,0,1,1,5,0,0,0,0,,2.97,2.42,2.25,2.96,2.42,2.20,2.97,2.42,2.19,247,,1.00,1.00,43.03,1,,0.483275,0.4966,1.60E+07,6.34,-3.76482,55.61,14.77,17.27,3.37,13.90,18.55,0.60,17.95,0.655,0,1900 - 1957,1,0.0,0
181988,1988Ven ,Venezuela,VEN,18,1988,12/04/1988,1958,30,7,1,200,8.70,200,8.70,0,0,2,0,2,40,6,6,1,4,0,1,5,0,2,0,0,0,1,1,5,0,0,0,0,,3.38,2.83,2.25,3.34,2.80,2.25,3.34,2.83,2.25,246,,1.00,1.00,43.03,0,,0.483275,0.4966,1.90E+07,29.47,5.82137,53.45,12.75,15.14,3.74,11.40,10.45,1.00,9.45,0.655,0,1900 - 1957,1,0.0,0
181993,1993Ven ,Venezuela,VEN,18,1993,12/08/1993,1958,35,8,1,200,6.87,94,1.00,0.53,1,3,1,3,41,1,1,1,4,0,3,5,0,2,1,2,0,1,1,5,0,0,0,0,,5.635,4.74,4.03,5.49,4.65,4.03,5.55,4.74,4.03,250,,1.00,1.00,43.03,0,,0.483275,0.4966,2.10E+07,38.12,0.275388,42.1,25.89,37.37,15.91,21.46,52.81,30.46,22.35,0.622,0,1900 - 1957,1,0.0,0
181998,1998Ven ,Venezuela,VEN,18,1998,11/08/1998,1958,40,9,1,200,2.83,88,1.00,0.56,0,3,0,3,41,2,2,1,4,0,3,5,0,2,1,4,0,1,1,5,0,0,0,0,,7.36,6.05,4.03,6.76,6.05,2.10,7.09,5.66,2.10,257,,1.00,1.00,43.03,0,,0.483275,0.4966,2.30E+07,35.78,0.294055,48.06,20.12,44.95,41.38,3.57,99.37,99.29,0.08,0.62,0,1900 - 1957,1,0.0,0
182000,2000Ven ,Venezuela,VEN,18,2000,07/30/2000,1958,42,10,1,162,1.85,97,1.00,0.4,1,4,1,4,42,1,1,1,4,0,3,5,1,0,0,4,0,1,1,6,1,1,0,1,,4.195,2.815,2.005452,4.17,3.44,2.00,4.22,2.8,2.01,162,,1.00,1.00,48.84,0,,0.483275,0.4966,2.40E+07,16.2,3.68694,47.76,27.32,36.10,8.53,27.57,43.69,2.72,40.97,0.541,0,1900 - 1957,1,0.0,0
182005,2005Ven ,Venezuela,VEN,18,2005,12/04/2005,1958,47,11,1,167,1.46,115,1.00,0.31,0,4,0,4,42,2,2,0,4,0,3,5,1,0,0,4,0,0,1,6,1,1,0,1,,2.678,2,2.005452,1.33,1.93,2.00,2.23,1.86,2.01,167,,0.69,0.80,48.84,0,,0.483275,0.4966,2.70E+07,15.96,10.3179,49.46,33.00,48.08,16.36,31.72,43.69,2.72,40.97,0.588,0,1900 - 1957,1,0.0,0
