id,country_year,country_name,country,country_code,year,date,inauguration,time,number,late,dep_as,dep_dm,dep_as_1tier,dep_dm_1tier,upper,dep_sp_reform,dep_elec_regime,dep_sp_form_reform,dep_elec_regime_2,dep_elecsys_id,dep_elec_acc,dep_elec_acc_2,dep_acc_flag,dep_ef,dep_thresh,dep_ballot,dep_term,dep_revocatoria,dep_elect_cycle,dep_reform,dep_acc_reform,dep_reform_const,pres_elec,pres_formula,pres_term,pres_imm_reelec,pres_revocatoria,pres_reform,pres_acc_reform ,pres_reform_const,nv_ls,ns_ls,np_ls,enpv,enps,enc,enpv_bn,enps_bn,enc_bn,totalseats,proximity,p1,p2,pres_power,const_instability,ethnic,e1,e2,pop,econ_cpi,econ_gdp,econ_gini,seatvol,parl_volatility,parl_newparties,parl_withinsv,pres_volatility,pres_newparties,pres_withinsv,v2xps_party,spell_years_dem,spell_period,spell_years_elecc,sqrtr_spellproduct,spell_av
92003,2003Els ,El Salvador,ELS,9,2003,03/16/2003,1985,18,7,1,84,5.60,64,4.57,0.24,0,2,0,2,22,5,5,1,8,0,1,3,0,0,0,1,0,0,3,5,0,0,0,0,,,3.54,2.740097,4.09,3.54,2.74,4.09,3.54,2.74,84,,0.60,0.66,40.07,1,,0.1978,0.1978,6.00E+06,2.12,2.30004,50.72,4.76,11.35,5.76,5.59,18.63,4.11,14.52,0.889,1,1900 - 1984,6,2.4,0.166666667
92006,2006Els ,El Salvador,ELS,9,2006,03/12/2006,1985,21,8,1,84,6.00,84,6.00,0,1,3,1,3,23,1,1,1,8,0,1,3,0,0,1,2,0,0,3,5,0,0,0,0,,,3.04,2.1649,3.03,3.04,2.16,3.06,3.04,2.16,84,,0.20,0.33,40.07,0,,0.1978,0.1978,6.10E+06,4.04,3.91195,46.19,10.73,12.33,0.10,12.23,13.59,0.00,13.59,0.889,1,1900 - 1984,6,2.4,0.166666667
92009,2009Els,El Salvador,ELS,9,2009,01/18/2009,1985,24,9,1,84,6.00,84,6.00,0,0,3,0,3,23,2,2,0,8,0,1,3,0,0,0,2,0,1,3,5,0,0,0,0,,,2.94,2.1649,2.92,2.94,2.00,2.91,2.94,2.00,84,,0.93,1.00,40.07,1,,0.1978,0.1978,6.20E+06,1.06,-3.13305,48.33,6.15,4.31,1.00,3.31,15.64,0.00,15.64,0.87,1,1900 - 1984,6,2.4,0.166666667
92012,2012Els,El Salvador,ELS,9,2012,03/11/2012,1985,27,10,1,84,6.00,84,6.00,0,0,3,0,3,23,3,3,0,8,0,1,3,0,0,0,2,0,0,3,5,0,0,0,0,,3.33,3.19,1.998607,3.33,3.19,2.00,3.24,3.18,2.00,84,,0.20,0.33,40.07,0,,0.1978,0.1978,6.30E+06,1.73,1.92946,50.33,36.65,11.86,9.96,1.90,15.64,0.00,15.64,0.867,1,1900 - 1984,6,2.4,0.166666667
92015,2015Els,El Salvador,ELS,9,2015,03/01/2015,1985,30,11,1,84,6.00,84,6.00,0,0,3,0,3,23,4,4,0,8,0,2,3,0,0,0,3,0,0,3,5,0,0,0,0,,3.28,3.31,2.473472,3.28,3.31,2.47,3.15,3.01,2.47,84,,0.57,0.60,40.07,0,,0.1978,0.1978,,,,,,3.71,1.63,2.08,,,,0.895,1,1900 - 1984,6,2.4,0.166666667
92018,2018Els,El Salvador,ELS,9,2018,03/04/2018,1985,33,12,1,84,6.00,84,6.00,0,0,3,0,3,23,5,5,0,8,,2,3,,0,,,,0,3,5,0,0,0,0,,,,,,,,3.34,3.28,2.47,,,0.60,0.60,40.07,,,0.1978,0.1978,,,,,,12.11,0.00,12.11,,,,0.891,1,1900 - 1984,6,2.4,0.166666667
92021,2021Els,El Salvador,ELS,9,2021,02/28/2021,1985,36,13,1,84,6.00,84,6.00,0,0,3,0,3,23,6,6,,8,,2,3,,0,,,,0,3,5,0,0,0,0,,,,,,,,2.72,,2.61,,,0.20,0.33,40.07,,,0.1978,0.1978,,,,,,,,,,,,0.84,1,1900 - 1984,6,2.4,0.166666667
101985,1985Gua ,Guatemala,GUA,10,1985,11/03/1985,1985,0,1,0,100,4.17,75,3.26,0.25,1,1,1,1,24,1,1,1,3,0,1,4,0,2,1,1,1,1,3,4,0,0,1,1,1,,,,4.71,2.98,4.32,4.53,2.98,4.32,100,,1.00,1.00,28.93,2,,0.4928,0.5122,7.90E+06,18.69,-0.609339,58.26,,,,,,,,0.549,30,1900 - 1984,10,17.3,3
101990,1990Gua ,Guatemala,GUA,10,1990,11/11/1990,1985,5,2,0,116,4.83,87,3.78,0.25,0,1,0,1,24,2,2,1,4,0,1,4,0,2,1,2,0,1,3,5,0,0,0,1,,,,,6.76,4.42,5.27,6.37,4.44,5.27,116,,1.00,1.00,28.93,0,,0.4928,0.5122,8.90E+06,41.22,3.10256,59.6,51.28,45.30,19.02,26.28,51.24,43.03,8.21,0.508,30,1900 - 1984,10,17.3,3
101995,1995Gua ,Guatemala,GUA,10,1995,11/12/1995,1985,10,3,0,80,3.33,64,2.78,0.2,1,2,1,2,25,1,1,1,4,0,1,4,0,2,0,3,0,1,3,4,0,0,0,2,,,,,3.43,2.73,4.75,5.42,2.73,4.75,80,,1.00,1.00,28.93,0,,0.4928,0.5122,1.00E+07,8.41,4.94855,59.6,70.99,28.57,6.40,22.17,64.92,9.29,55.63,0.422,30,1900 - 1984,10,17.3,3
101999,1999Gua ,Guatemala,GUA,10,1999,11/07/1999,1985,14,4,0,113,4.71,91,3.96,0.19,1,3,1,3,26,1,1,1,4,0,1,4,0,2,0,3,0,1,3,4,0,0,0,2,,,2.354,2.969801,3.58,2.35,2.97,3.75,2.35,2.97,113,,1.00,1.00,28.93,0,,0.4928,0.5122,1.10E+07,5.21,3.84706,55.8,30.85,36.03,0.11,35.92,41.51,12.70,28.81,0.445,30,1900 - 1984,10,17.3,3
102003,2003Gua ,Guatemala,GUA,10,2003,11/09/2003,1985,18,5,1,158,6.87,127,5.52,0.2,1,4,1,4,27,1,1,1,4,0,1,4,0,2,0,4,0,1,3,4,0,0,0,2,,,4.652,4.270548,6.54,6.15,4.27,6.6,4.57,4.27,158,,1.00,1.00,28.93,0,,0.4928,0.5122,1.20E+07,5.6,2.53084,56.08,56.96,58.87,31.15,27.72,69.75,65.50,4.25,0.401,30,1900 - 1984,10,17.3,3
102007,2007Gua ,Guatemala,GUA,10,2007,09/09/2007,1985,22,6,1,158,6.87,127,5.52,0.2,0,4,0,4,27,2,2,0,4,0,1,4,0,2,0,4,0,1,3,4,0,0,0,2,,,5.053,5.573,7.75,4.78,5.57,7.57,4.86,5.57,158,,1.00,1.00,28.93,0,,0.4928,0.5122,1.30E+07,6.82,6.30407,55.89,32.91,35.91,14.03,21.88,40.37,11.11,29.26,0.383,30,1900 - 1984,10,17.3,3
102011,2011Gua,Guatemala,GUA,10,2011,09/11/2011,1985,26,7,1,158,6.87,127,5.52,0.2,0,4,0,4,27,3,3,0,4,0,1,4,0,2,0,4,0,1,3,4,0,0,0,2,,,4.14,4.46668,6.40,4.14,4.47,6.98,4.6,4.46,158,,1.00,1.00,28.93,0,,0.4928,0.5122,1.50E+07,6.22,4.23965,55.89,48.10,39.53,21.42,18.11,64.46,45.96,18.50,0.386,30,1900 - 1984,10,17.3,3
102015,2015Gua,Guatemala,GUA,10,2015,09/06/2015,1985,30,8,1,158,6.87,127,5.52,0.2,0,4,0,4,27,4,4,0,4,0,1,4,0,2,0,4,0,1,3,4,0,0,0,2,,,,,9.88,6.07,6.63,9.91,6.07,6.60,158,,1.00,1.00,28.93,0,,0.4928,0.5122,,,,,,41.17,2.80,38.38,60.19,30.88,29.31,0.389,30,1900 - 1984,10,17.3,3
102019,2019Gua,Guatemala,GUA,10,2019,06/16/2019,1985,34,9,1,160,6.96,128,5.82,0.2,0,4,0,4,,5,5,,4,,,4,,,,,,1,3,4,0,,,,,,,,,,,13.33,,8.14,,,1.00,1.00,28.93,,,0.4928,0.5122,,,,,,,,,,,,0.334,30,1900 - 1984,10,17.3,3
111981,1981Hon ,Honduras,HON,11,1981,11/29/1981,1981,0,1,0,82,4.56,82,4.56,0,1,1,1,1,28,1,1,1,8,0,1,4,0,2,0,0,0,1,1,6,0,0,0,0,,,,,2.15,2.17,2.15,2.15,2.17,2.15,82,,1.00,1.00,21.37,0,,0.185011,0.1867,3.80E+06,9.41,2.5332,55.09,,,,,,,,0.567,7,1900 - 1980,3,4.6,2.333333333
111985,1985Hon ,Honduras,HON,11,1985,11/24/1985,1981,4,2,0,134,7.44,134,7.44,0,1,2,1,2,29,1,1,1,8,0,1,4,0,2,0,1,0,1,1,4,0,0,0,1,,2.14,2.12,2.13,2.14,2.12,2.14,2.14,2.12,2.14,134,,1.00,1.00,24.33,1,,0.185011,0.1867,4.20E+06,3.36,4.18823,55.09,5.82,4.21,0.00,4.21,4.19,0.00,4.19,0.567,7,1900 - 1980,3,4.6,2.333333333
111989,1989Hon ,Honduras,HON,11,1989,11/26/1989,1981,8,3,0,128,7.11,128,7.11,0,0,2,0,2,29,2,2,0,8,0,1,4,0,2,0,1,0,1,1,4,0,0,0,1,,2.13,2,2.14,2.13,2.00,2.13,2.13,2,2.12,128,,1.00,1.00,24.33,1,,0.185011,0.1867,4.80E+06,9.85,4.32585,59.49,8.45,7.21,0.00,7.21,7.16,0.00,7.16,0.567,7,1900 - 1980,3,4.6,2.333333333
111993,1993Hon ,Honduras,HON,11,1993,11/31/1993,1981,12,4,0,128,7.11,128,7.11,0,0,2,0,2,29,3,3,0,8,0,1,4,0,2,0,1,0,1,1,4,0,0,0,1,,2.14,2.03,2.14,2.14,2.03,2.14,2.14,2.03,2.14,128,,1.00,1.00,24.33,1,,0.185011,0.1867,5.30E+06,10.75,6.23003,53.47,13.28,9.59,0.00,9.59,9.55,0.00,9.55,0.568,7,1900 - 1980,3,4.6,2.333333333
111997,1997Hon ,Honduras,HON,11,1997,11/30/1997,1981,16,5,0,128,7.11,128,7.11,0,0,2,0,2,29,4,4,0,8,0,1,4,0,2,0,1,0,1,1,4,0,0,0,1,,2.38,2.18,2.17,2.38,2.18,2.17,2.37,2.18,2.16,128,,1.00,1.00,24.33,1,,0.185011,0.1867,5.90E+06,20.2,4.99372,52.73,3.13,4.87,2.14,2.73,1.30,1.23,0.07,0.6,7,1900 - 1980,3,4.6,2.333333333
112001,2001Hon ,Honduras,HON,11,2001,11/25/2001,1981,20,6,1,128,7.11,128,7.11,0,0,2,0,2,29,5,5,0,8,0,1,4,0,2,0,1,0,1,1,4,0,0,0,1,,2.58,2.41,2.14,2.58,2.41,2.13,2.58,2.41,2.13,128,,1.00,1.00,24.33,1,,0.185011,0.1867,6.40E+06,9.67,2.72322,54.38,9.38,8.72,0.00,8.72,9.41,0.00,9.41,0.58,7,1900 - 1980,3,4.6,2.333333333
112005,2005Hon ,Honduras,HON,11,2005,11/27/2005,1981,24,7,1,128,7.11,128,7.11,0,0,2,0,2,29,6,6,0,8,0,6,4,0,2,0,2,0,1,1,4,0,0,0,1,,2.69,2.37,2.16,2.65,2.41,2.16,2.69,2.37,2.16,128,,1.00,1.00,24.33,1,,0.185011,0.1867,6.90E+06,8.81,6.05088,59.65,6.25,6.11,0.00,6.11,6.47,0.00,6.47,0.588,7,1900 - 1980,3,4.6,2.333333333
112009,2009Hon,Honduras,HON,11,2009,11/29/2009,1981,28,8,1,128,7.11,128,7.11,0,0,2,0,2,29,7,7,0,8,0,6,4,0,2,0,2,0,1,1,4,0,0,0,1,,2.46,2.3,2.14,2.46,2.30,2.15,2.46,2.3,2.14,128,,1.00,1.00,24.33,0,,0.185011,0.1867,7.50E+06,5.49,-2.43187,56.95,13.89,16.20,0.00,16.20,11.81,0.00,11.81,0.582,7,1900 - 1980,3,4.6,2.333333333
112013,2013Hon,Honduras,HON,11,2013,11/24/2013,1981,32,9,1,128,7.11,128,7.11,0,0,2,0,2,29,8,8,0,8,0,6,4,0,2,0,2,0,1,1,4,0,0,0,1,,4.14,3.58,3.595033,4.14,3.58,3.59,4.14,3.58,3.59,128,,1.00,1.00,24.33,0,,0.185011,0.1867,,,,,,,,,,,,0.563,7,1900 - 1980,3,4.6,2.333333333
112017,2017Hon,Honduras,HON,11,2017,11/26/2017,1981,36,10,1,128,7.11,128,7.11,0,0,2,0,2,29,9,9,0,8,0,6,4,0,2,0,2,0,1,1,4,0,0,0,1,,,,,,,,3.65,3.07,2.65,,,1,1,24.33,,,0.185011,0.1867,,,,,,,,,,,,0.445,7,1900 - 1980,3,4.6,2.333333333
112021,2021Hon,Honduras,HON,11,2021,11/28/2021,1981,40,11,1,128,7.11,128,7.11,0,0,2,0,2,29,10,10,0,8,0,,,,,,,,1,1,4,1,0,0,1,,,,,,,,3.55,,2.45,,,1,1,24.33,,,0.185011,0.1867,,,,,,,,,,,,0.5,7,1900 - 1980,3,4.6,2.333333333
121994,1994Mex ,Mexico,MEX,12,1994,07/07/1994,1994,0,1,0,500,1.64,300,1.00,0.4,0,1,0,1,30,1,1,1,2,1,3,3,0,1,0,2,0,1,1,6,0,0,0,0,,,,,3.06,2.29,2.84,2.85,2.29,2.84,628,,1.00,1.00,22.73,1,,0.5417789,0.5418,9.40E+07,6.97,4.72736,51.89,14.00,18.33,0.00,18.33,15.70,3.90,11.80,0.873,0,1900 - 1993,0,0.0,0
121997,1997Mex ,Mexico,MEX,12,1997,07/06/1997,1994,3,2,0,500,1.64,300,1.00,0.4,0,1,0,1,30,2,2,0,2,1,3,3,0,1,0,3,0,0,1,6,0,0,0,0,,,2.54,2.97,3.42,2.85,2.84,3.42,2.86,2.84,628,,0.00,0.00,22.73,1,,0.5417789,0.5418,9.90E+07,20.63,6.96289,48.54,12.80,12.73,0.00,12.73,15.70,3.90,11.80,0.905,0,1900 - 1993,0,0.0,0
122000,2000Mex ,Mexico,MEX,12,2000,07/02/2000,1994,6,3,0,500,1.64,300,1.00,0.4,0,1,0,1,30,3,3,0,2,1,3,3,0,1,0,3,0,1,1,6,0,0,0,0,,,2.55,2.83,3.00,2.54,2.83,3,2.55,2.84,628,,1.00,1.00,22.73,1,,0.5417789,0.5418,1.00E+08,9.5,5.29648,51.87,18.75,16.44,3.11,13.33,18.92,2.18,16.74,0.919,0,1900 - 1993,0,0.0,0
122003,2003Mex ,Mexico,MEX,12,2003,07/06/2003,1994,9,4,0,500,1.64,300,1.00,0.4,0,1,0,1,30,4,4,0,2,1,3,3,0,1,0,3,0,0,1,6,0,0,0,0,,,2.76,2.950921,3.19,2.76,2.83,3.19,2.77,2.84,628,,0.00,0.00,22.73,1,,0.5417789,0.5418,1.10E+08,4.55,1.42267,49.68,10.55,13.98,1.80,12.18,18.92,2.18,16.74,0.919,0,1900 - 1993,0,0.0,0
122006,2006Mex ,Mexico,MEX,12,2006,07/02/2006,1994,12,5,1,500,1.64,300,1.00,0.4,0,1,0,1,30,5,5,0,2,1,3,3,0,1,0,3,0,1,1,6,0,0,0,0,,,3.03,3.15,3.42,3.03,3.29,3.42,3.03,3.15,628,,1.00,1.00,22.73,1,,0.5417789,0.5418,1.10E+08,3.63,5.00138,48.11,21.80,20.94,6.79,14.15,24.89,3.67,21.22,0.919,0,1900 - 1993,0,0.0,0
122009,2009Mex,Mexico,MEX,12,2009,07/05/2009,1994,15,6,1,500,1.64,300,1.00,0.4,0,1,0,1,30,6,6,0,2,1,3,3,0,1,0,3,0,0,1,6,0,0,0,0,,,2.75,3.15,3.77,2.75,3.29,3.77,3.03,3.15,628,,0.00,0.00,22.73,1,,0.5417789,0.5418,1.20E+08,5.3,-4.70034,48.28,27.00,23.69,0.00,23.69,24.89,3.67,21.22,0.914,0,1900 - 1993,0,0.0,0
122012,2012Mex,Mexico,MEX,12,2012,07/01/2012,1994,18,7,1,500,1.64,300,1.00,0.4,0,1,0,1,30,7,7,0,2,1,3,3,0,1,0,3,0,1,1,6,0,0,0,0,,,3.56,3.063,3.16,2.80,3.22,3.16,3.69,3.22,628,,1.00,1.00,22.73,1,,0.5417789,0.5418,1.20E+08,4.11,3.78425,48.28,27.00,9.67,0.00,9.67,17.31,0.00,17.31,0.915,0,1900 - 1993,0,0.0,0
122015,2015Mex,Mexico,MEX,12,2015,07/01/2015,1994,21,8,1,500,1.64,300,1.00,0.4,0,1,0,1,30,8,8,0,2,1,3,3,0,1,0,4,0,0,1,6,0,0,0,0,,,4.28,3.223257,4.38,3.11,3.22,5.65,4.14,3.22,628,,0.00,0.00,32.82,1,,0.5417789,0.5418,,,,,,20.42,14.52,5.90,17.31,0.00,17.31,0.907,0,1900 - 1993,0,0.0,0
122018,2018Mex,Mexico,MEX,12,2018,07/01/2018,1994,24,9,1,500,1.64,300,1.00,0.4,0,1,0,1,30,9,9,0,2,1,3,3,0,1,0,4,0,0,1,6,0,0,0,0,,,,,,,,4.44,4.69,2.61,,,1.00,1.00,32.82,,,0.5417789,0.5418,,,,,,41.01,0.00,41.01,60.15,54.76,5.39,0.854,0,1900 - 1993,0,0.0,0
131984,1984Nic ,Nicaragua,NIC,13,1984,11/04/1984,1984,0,1,0,96,9.60,96,9.60,0,1,1,1,1,31,1,1,1,1,0,1,6,0,2,1,1,1,1,1,6,1,0,0,0,,,,,2.25,2.08,2.08,2.25,2.08,2.08,96,,1.00,1.00,67.6,0,,0.4018,0.4844,3.60E+06,35.44,-1.56609,50.41,,,,,,,,0.544,0,1900 - 1983,0,0.0,0
131990,1990Nic ,Nicaragua,NIC,13,1990,02/25/1990,1984,6,2,0,90,10.00,90,10.00,0,0,1,0,1,31,2,2,1,8,0,1,6,0,2,0,1,0,1,1,6,1,0,0,1,,2.19,2.05,2.144021,2.18,2.05,2.14,2.19,2.05,2.14,90,,1.00,1.00,50.72,0,,0.4018,0.4844,4.10E+06,7485.49,-0.093065,50.41,22.23,47.00,2.82,44.18,48.69,2.77,45.92,0.659,0,1900 - 1983,0,0.0,0
131996,1996Nic ,Nicaragua,NIC,13,1996,10/22/1996,1984,12,3,0,90,5.00,70,4.12,0.22,1,2,1,2,32,1,1,1,5,1,1,5,0,2,0,2,0,1,2,5,0,0,0,2,,,2.74,2.467855,2.90,2.74,2.47,2.9,2.79,2.46,90,,1.00,1.00,31.46,0,,0.4018,0.4844,4.80E+06,11.62,6.34427,45.24,11.96,16.54,2.19,14.35,10.90,6.74,4.16,0.643,0,1900 - 1983,0,0.0,0
132001,2001Nic ,Nicaragua,NIC,13,2001,11/04/2001,1984,17,4,1,90,5.00,70,4.12,0.22,0,2,0,2,32,2,2,0,5,1,1,5,0,2,0,2,0,1,2,5,0,0,0,2,,,2.04,2.015965,2.18,2.04,2.02,2.02,2.03,2.02,90,,1.00,1.00,31.46,0,,0.4018,0.4844,5.20E+06,5.99,2.96084,40.47,14.67,15.82,0.00,15.82,9.78,0.00,9.78,0.613,0,1900 - 1983,0,0.0,0
132006,2006Nic ,Nicaragua,NIC,13,2006,11/05/2006,1984,22,5,1,90,5.00,70,4.12,0.22,0,2,0,2,32,3,3,0,5,1,1,5,0,2,0,2,0,1,2,5,0,0,0,2,,,3.14,3.345463,3.45,3.24,3.31,3.44,3.16,3.31,90,,1.00,1.00,31.46,0,,0.4018,0.4844,5.50E+06,9.14,4.15207,43.06,26.08,29.80,0.50,29.30,34.89,28.58,6.31,0.628,0,1900 - 1983,0,0.0,0
132011,2011Nic,Nicaragua,NIC,13,2011,11/06/2011,1984,27,6,1,90,5.00,70,4.12,0.22,0,2,0,2,32,4,4,0,5,1,1,5,0,2,0,2,0,1,2,5,0,0,0,2,,,1.8,2.041992,2.11,1.80,2.04,2.11,1.79,2.04,90,,1.00,1.00,31.46,0,,0.4018,0.4844,5.90E+06,8.08,5.449,43.06,48.54,,,,,,,0.648,0,1900 - 1983,0,0.0,0
132016,2016Nic,Nicaragua,NIC,13,2016,11/06/2016,1984,32,7,1,90,5.00,70,4.12,0.22,0,2,0,2,32,5,5,0,5,1,1,5,0,2,0,2,0,1,2,5,0,0,0,2,,,1.59,1.811719,,,,2.15,1.59,1.82,90,,1,1,31.46,,,0.4018,0.4844,,,,,,,,,,,,0.568,0,1900 - 1983,0,0.0,0
141989,1989Pan ,Panama,PAN,14,1989,05/07/1989,1989,0,1,0,67,1.68,67,1.68,0,0,1,0,1,33,1,1,1,2,1,3,5,0,2,0,1,0,1,1,5,0,0,0,1,,,,,4.46,3.72,1.70,4.46,3.72,1.70,67,,1.00,1.00,50.35,0,,0.5067,0.5528,2.40E+06,0.21,1.56225,58.91,,,,,,,,0.311,17,1900 - 1988,7,10.9,2.428571429
141994,1994Pan ,Panama,PAN,14,1994,05/10/1994,1989,5,2,0,72,1.80,72,1.80,0,0,1,0,1,33,2,2,0,2,1,3,5,0,2,0,1,0,1,1,5,0,0,0,1,,,4.33,3.977985,8.64,4.33,3.97,8.64,4.33,3.98,72,,1.00,1.00,50.35,1,,0.5067,0.5528,2.70E+06,1.27,2.85015,58.19,58.34,,,,38.31,19.20,19.11,0.58,17,1900 - 1988,7,10.9,2.428571429
141999,1999Pan ,Panama,PAN,14,1999,05/02/1999,1989,10,3,0,71,1.77,71,1.77,0,0,1,0,1,33,3,3,0,2,1,3,5,0,2,0,1,0,1,1,5,0,0,0,1,,,3.26,2.673545,5.67,3.26,2.67,5.67,3.26,2.67,71,,1.00,1.00,50.35,0,,0.5067,0.5528,3.00E+06,1.25,3.91721,57.56,20.02,31.00,6.38,24.62,35.23,0.00,35.23,0.58,17,1900 - 1988,7,10.9,2.428571429
142004,2004Pan ,Panama,PAN,14,2004,05/02/2004,1989,15,4,1,78,1.90,78,1.90,0,0,1,0,1,33,4,4,0,2,1,3,5,0,2,1,2,1,1,1,5,0,0,0,1,,,2.7,2.85737,4.46,2.70,2.86,4.46,2.7,2.86,78,,1.00,1.00,50.35,1,,0.5067,0.5528,3.30E+06,0.18,7.52208,55,20.02,18.75,0.00,18.75,45.80,5.31,40.49,0.624,17,1900 - 1988,7,10.9,2.428571429
142009,2009Pan,Panama,PAN,14,2009,05/03/2009,1989,20,5,1,71,1.82,71,1.82,0,0,1,0,1,33,5,5,0,2,1,3,5,1,2,0,2,0,1,1,5,0,0,0,1,,,3.66,1.989454,4.18,3.66,1.99,4.15,3.65,1.99,71,,1.00,1.00,50.35,0,,0.5067,0.5528,3.60E+06,2.41,3.85619,52.03,26.03,23.55,1.00,22.55,57.04,2.32,54.72,0.625,17,1900 - 1988,7,10.9,2.428571429
142014,2014Pan,Panama,PAN,14,2014,05/04/2014,1989,25,6,1,71,1.82,71,1.82,0,0,1,0,1,33,6,6,0,2,1,3,5,1,2,0,2,0,1,1,5,0,0,0,1,,,3.01,3.026092,3.83,3.01,3.03,3.83,3.23,3.02,71,,1.00,1.00,50.35,0,,0.5067,0.5528,,,,,,14.52,1.00,13.52,40.50,1.40,39.10,0.609,17,1900 - 1988,7,10.9,2.428571429
142019,2019Pan,Panama,PAN,14,2019,05/05/2019,1989,30,7,1,71,1.82,71,1.82,0,0,1,0,1,33,7,7,0,2,1,3,5,1,2,0,2,0,1,1,5,0,0,0,1,,,,,,,,4.93,2.91,3.88,,,1.00,1.00,50.35,,,0.5067,0.5528,,,,,,,,,,,,0.626,17,1900 - 1988,7,10.9,2.428571429
151989,1989Par ,Paraguay,PAR,15,1989,05/01/1989,1989,0,1,0,72,1.00,72,1.00,0,1,1,1,1,34,1,1,1,1,0,1,5,0,2,0,0,0,1,1,5,1,0,0,0,,,,,1.68,1.89,1.62,1.68,1.89,1.62,108,,1.00,1.00,71.62,0,,0.1322,0.1689,4.10E+06,26.42,6.9352,40.84,10.10,,,,,,,0.403,0,1900 - 1988,0,0.0,0
151993,1993Par ,Paraguay,PAR,15,1993,05/13/1993,1989,4,2,0,80,4.44,80,4.44,0,1,2,1,2,35,1,1,1,4,0,1,5,0,2,0,1,0,1,1,5,0,0,0,1,,2.81,2.45,2.904713,2.81,2.45,2.91,2.81,2.45,2.91,125,,1.00,1.00,38.31,0,,0.1322,0.1689,4.60E+06,18.21,4.93636,58.17,20.56,34.30,0.00,34.30,37.25,24.40,12.85,0.439,0,1900 - 1988,0,0.0,0
151998,1998Par ,Paraguay,PAR,15,1998,05/10/1998,1989,9,3,0,80,4.44,80,4.44,0,0,2,0,2,35,2,2,0,4,0,1,5,0,2,0,1,0,1,1,5,0,0,0,1,,2.07,1.94,2.004379,2.07,1.94,2.00,2.12,1.97,2.00,125,,1.00,1.00,38.31,0,,0.1322,0.1689,5.10E+06,11.55,0.068038,56.68,8.75,18.60,1.70,16.90,24.75,0.30,24.45,0.439,0,1900 - 1988,0,0.0,0
152003,2003Par ,Paraguay,PAR,15,2003,04/27/2003,1989,14,4,1,80,4.44,80,4.44,0,0,2,0,2,35,3,3,0,4,0,1,5,0,2,0,1,0,1,1,5,0,0,0,1,,4.23,3.18,3.63431,4.23,3.18,3.86,4.21,3.18,3.86,125,,1.00,1.00,38.31,0,,0.1322,0.1689,5.70E+06,14.24,4.32075,56.88,17.50,38.23,34.19,4.04,36.99,36.30,0.69,0.451,0,1900 - 1988,0,0.0,0
152008,2008Par,Paraguay,PAR,15,2008,04/20/2008,1989,19,5,1,80,4.44,80,4.44,0,0,2,0,2,35,4,4,0,4,0,1,5,0,2,0,1,0,1,1,5,0,0,0,1,,4.36,3.43,3.00401,4.36,3.43,3.00,4.36,3.42,3.01,125,,1.00,1.00,38.31,0,,0.1322,0.1689,6.20E+06,10.15,6.35912,52.05,38.13,17.16,9.63,7.53,51.82,0.17,51.65,0.449,0,1900 - 1988,0,0.0,0
152013,2013Par,Paraguay,PAR,15,2013,04/21/2013,1989,24,6,1,80,4.44,80,4.44,0,0,2,0,2,35,5,5,0,4,0,1,5,0,2,0,1,0,1,1,5,0,0,0,1,,3.76,2.39,2.546151,3.76,2.39,2.55,3.76,2.39,2.55,125,,1.00,1.00,38.31,0,,0.1322,0.1689,,,,,,21.06,3.66,17.40,59.67,0.17,59.50,0.506,0,1900 - 1988,0,0.0,0
152018,2018Par,Paraguay,PAR,15,2018,04/22/2018,1989,29,7,1,80,4.44,80,4.44,0,0,2,0,2,35,6,6,0,4,0,1,5,0,2,0,1,0,1,1,5,0,0,0,1,,,,,,,,4.87,2.86,2.49,,,1,1,38.31,,,0.1322,0.1689,,,,,,19.30,10.17,9.13,12.28,5.62,6.66,0.532,0,1900 - 1988,0,0.0,0
161980,1980Per ,Peru,PER,16,1980,05/18/1980,1980,0,1,0,180,6.92,180,6.92,0,1,1,1,1,36,1,1,1,4,0,1,5,0,2,1,1,1,1,2,5,0,0,0,1,,4.18,2.46,3.45,4.05,2.46,3.23,4.18,2.46,3.23,240,,1.00,1.00,63.64,0,,0.6379,0.6566,1.70E+07,59.15,3.07754,45.72,,,,,,,,0.656,11,1900 - 1979,5,7.4,2.2
161985,1985Per ,Peru,PER,16,1985,04/14/1985,1980,5,2,0,180,6.92,180,6.92,0,0,1,0,1,36,2,2,0,4,0,6,5,0,2,0,1,0,1,3,5,0,0,0,1,,3.02,2.31,2.7552,3.02,2.31,2.76,3.02,2.31,2.76,240,,1.00,1.00,63.64,0,,0.6379,0.6566,2.00E+07,163.4,2.8,45.72,50.56,49.80,2.90,46.90,51.90,1.60,50.30,0.603,11,1900 - 1979,5,7.4,2.2
161990,1990Per ,Peru,PER,16,1990,04/08/1990,1980,10,3,0,180,6.92,180,6.92,0,0,1,0,1,36,3,3,1,4,0,6,5,0,2,0,1,0,1,3,5,0,0,0,1,,5.03,4.046,3.987161,5.02,4.04,3.99,5.05,4.04,3.99,240,,1.00,1.00,63.64,0,,0.6379,0.6566,2.20E+07,7481.66,-5.14324,45.72,43.61,50.95,17.80,33.15,76.15,75.80,0.35,0.597,11,1900 - 1979,5,7.4,2.2
