country,year,general_consumption_price,domestic_absorption_price,household_consumption_price,output-side_gdp_price,exchange_rate
Argentina,1986,0.687782466,0.72434479,0.661712348,0.708295941,0.00009430316666666670000000
Argentina,1987,0.65455991,0.693112791,0.631406069,0.686638832,0.00021442983333333300000000
Argentina,1988,0.731828153,0.769697964,0.710241556,0.750803351,0.00087526041666666700000000
Argentina,1989,0.453125536,0.471491784,0.451842725,0.469790757,0.04233396083333330000000000
Argentina,1990,0.763231933,0.797753751,0.714044631,0.766300261,0.48758908333333300000000000
Argentina,1991,0.869933724,0.892206967,0.811022222,0.880164206,0.95355441666666700000000000
Argentina,1992,0.882692039,0.89454478,0.842535675,0.896997869,0.99064166666666700000000000
Argentina,1993,0.796500206,0.805251122,0.757565916,0.81191498,0.99894583333333300000000000
Argentina,1994,0.755507886,0.753535867,0.736832082,0.758818924,0.99900833333333300000000000
Argentina,1995,0.68534416,0.67961514,0.700797319,0.677719116,0.99975000000000000000000000
Argentina,1996,0.567067027,0.555963814,0.646585107,0.55557245,0.99966250000000000000000000
Argentina,1997,0.594018221,0.577363908,0.650510788,0.57818234,0.99950000000000000000000000
Argentina,1998,0.607726932,0.589451134,0.643743515,0.590570331,0.99950000000000000000000000
Argentina,1999,0.612148941,0.594847023,0.631851971,0.593338966,0.99950000000000000000000000
Argentina,2000,0.623366356,0.602082491,0.631976426,0.598882139,0.99950000000000000000000000
Argentina,2001,0.629134953,0.608175933,0.62888211,0.601721942,0.99950000000000000000000000
Argentina,2002,0.247862652,0.248459026,0.250013083,0.265796781,3.06325666666667000000000000
Argentina,2003,0.29835096,0.299104601,0.299527615,0.313149542,2.90062916666667000000000000
Argentina,2004,0.324157476,0.328347802,0.320858002,0.338844359,2.92330081890332000000000000
Argentina,2005,0.357951254,0.365958333,0.347013533,0.374069393,2.90365750000000000000000000
Argentina,2006,0.382524967,0.392346144,0.372631162,0.400639266,3.05431333333333000000000000
Argentina,2007,0.427711397,0.439500332,0.420427948,0.447401673,3.09564884920635000000000000
Argentina,2008,0.503020406,0.513370752,0.501030982,0.521898806,3.14416455988456000000000000
Argentina,2009,0.483554691,0.493734419,0.493986428,0.50273937,3.71010683052328000000000000
Argentina,2010,0.541057527,0.548531532,0.578374505,0.554976583,3.89629515447050000000000000
Argentina,2011,0.593119979,0.603088617,0.662615955,0.610243499,4.11013957621326000000000000
Argentina,2012,0.648819149,0.656915069,0.728290737,0.658890903,4.53693436018746000000000000
Argentina,2013,0.671189725,0.686719954,0.765787303,0.692923963,5.45935266465704000000000000
Argentina,2014,0.634098053,0.651301861,0.736803889,0.656077266,8.07527599281334000000000000
Argentina,2015,0.691593945,0.711099744,0.814611673,0.713174462,9.23318552472429000000000000
Argentina,2016,0.595631778,0.616241038,0.704616427,0.617629528,14.75817508733960000000000000
Argentina,2017,0.604500294,0.626330733,0.640839159,0.628545046,16.56270692514110000000000000
Argentina,2018,0.484672248,0.506822467,0.521541476,0.508562982,28.09499166666670000000000000
Argentina,2019,0.433223814,0.453534245,0.476809144,0.459516078,48.14789166666670000000000000
Bolivia (Plurinational State of),1950,0.099191196,0.097460814,0.106453188,0.071785465,0.00000014875683403361700000
Bolivia (Plurinational State of),1951,0.101874992,0.099894919,0.106577829,0.076217033,0.00000022118805740863700000
Bolivia (Plurinational State of),1952,0.104874745,0.102690518,0.109802447,0.078314573,0.00000029233423065716500000
Bolivia (Plurinational State of),1953,0.102739409,0.101072408,0.10545034,0.08091443,0.00000105935529040661000000
Bolivia (Plurinational State of),1954,0.103845738,0.102108128,0.106029399,0.080906063,0.00000196736357497870000000
Bolivia (Plurinational State of),1955,0.108087197,0.105633087,0.109959915,0.085151143,0.00000417561321847989000000
Bolivia (Plurinational State of),1956,0.11658819,0.113107435,0.120188393,0.089518785,0.00000775999987138459000000
Bolivia (Plurinational State of),1957,0.118361942,0.115108669,0.127159953,0.090666719,0.00000833000021589016000000
Bolivia (Plurinational State of),1958,0.114023857,0.11041446,0.123225234,0.091968723,0.00000971000018832971000000
Bolivia (Plurinational State of),1959,0.106716707,0.103119932,0.115130998,0.081381194,0.00001189999978870320000000
Bolivia (Plurinational State of),1960,0.117774747,0.112007342,0.129537866,0.092414953,0.00001189999978870320000000
Bolivia (Plurinational State of),1961,0.121855207,0.117503665,0.134535372,0.099836163,0.00001189999978870320000000
Bolivia (Plurinational State of),1962,0.131937385,0.121728234,0.148612604,0.103625573,0.00001189999978870320000000
Bolivia (Plurinational State of),1963,0.129898638,0.123403892,0.145807326,0.103750132,0.00001189999978870320000000
